Naam,Geslacht,Welke sporten heb je beoefend?,"Anders, namelijk",Hoeveel jaar heb je je langst beoefende sport beoefend?,Wat is het fanatiekst dat je hebt gesport?,Wat is je beste sportprestatie?,Heb je eerder geroeid?,"Zo ja, hoe lang?","Zo ja, hoe vaak per week?","Zo ja, bij welke vereniging?",Hoe vaak ben je van plan te gaan roeien per week?,Gewicht (in kg),Lengte (in cm),Ik wil naar Skøll voor,Heb je je naast sport op een ander gebied buitengewoon ingezet?,Waar ken je Skøll van?,"Anders, namelijk.1",Waarom zou jij goed bij Skøll passen?,Instituut,Wanneer ben je begonnen met je studie?,Wanneer verwacht je af te studeren?,Heb je je zwemdiploma A?,"Indien je niet in Amsterdam woont, ben je op zoek naar een kamer in Amsterdam?","Op Skøll eten veel mensen vegetarisch, pas je voorkeur hieronder aan als je toch wel vlees wilt eten",Heb je medische bijzonderheden waar wij rekening mee moeten houden?,Namelijk,Heb je allergieën waar wij rekening mee moeten houden?,Wanneer kun je roeien?
-3153815692732405470,Vrouw,other,Fitness,1 jaar,,20 km hardlopen,Nee,,? keer per week,,3 à 4 keer per week,78,176,,,friend,,"Ik wil graag nieuwe mensen leren kennen, en weer veel gaan sporten. Verder ben ik fanatiek en ga graag een uitdaging aan.",,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
6536543437950977294,Man,"soccer, other",Fitness,5,,"Geen echte sportprestatie, sindsdien alleen aan fitness gedaan met verschillende standen van conditie door de jaren heen.",Nee,,? keer per week,,2 à 3 keer per week,83,180,,,internet,,Ik ben vrij serieus en erg geïnteresseerd om me erg in te zetten en vrienden te maken.,Universiteit van Amsterdam,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-1453689580283903328,Man,"hockey, other",Calisthenics,"Hockey 13 jaar, Calisthenics 3 jaar",,n.v.t.,Nee,,? keer per week,,Meer dan 4 keer per week,74,1.84,,,"friend, other",Mijn zus was actief lid (Merrit Beck),Ik heb heel veel zin om hard te werken voor een team (roeiboot) maar daar hoort natuurlijk ook wel een biertje bij...,Hogeschool van Amsterdam,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ne ne ja"
4678197756236661657,Vrouw,"atletics, other",Badminton,"6 maanden, 8 jaar",,2e geworden badminton toernooi Den Haag,Nee,,? keer per week,,Minder dan 2 keer per week,60,173,,,friend,,"Omdat ik van sporten en gezelligheid houd, ik heb bij introductie geroeid en vond het heel leuk daarnaast beviel de sfeer me erg.",Vrije Universiteit Amsterdam,,,Nee,Ja,,Nee,,,"ja ja ne ne, ja ja ja ne, ja ja ne ne, ja ja ja ne, ne ne ne ne"
55137364002322484,Vrouw,"tennis, basketball, other",Badminton,half tot twee jaar,,,Nee,,? keer per week,,2 à 3 keer per week,ca. 55,168,,,other,Advies van roeivereniging RIC,Ik vind het echt leuk dat Skoll een gezellige vereniging is. Ik wil graag nieuwe mensen leren kennen en geloof dat dit goed werkt in een studentenvereiniging. Ook wil ik graag mijn Nederlands uitproberen en het verbeteren omdat ik in mijn studie alleen Engels spreek. ,,,,Nee,n.v.t.,,Nee,,,"ne ne ja ja, ne ne ja ja, ne ne ja ja, ne ne ja ja, ne ne ja ne"
4089204731109056535,Man,"soccer, volleyball",,Beide 5 jaar,,Weinig gewonnen,Nee,,? keer per week,,Minder dan 2 keer per week,62,182,,,friend,,Altijd in voor gezelligheid,Hogeschool van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ne ne ne, ne ne ne ne, ne ne ja ja"
8911948914443186054,Vrouw,volleyball,,7 jaar,,Tweede klas regionaal ,Nee,,? keer per week,,2 à 3 keer per week,66,175,,,stand,,Op zoek naar een nieuwe sport en leuke studentenvereniging. ,,,,Nee,Ja,,Nee,,,"ne ne ne ne, ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ne ne ne"
6579130470165092096,Man,"cycling, ice-skating",,4 jaar,,Aantal wedstrijden gewonnen met wielrennen niet iets heel groots,Nee,,? keer per week,,Meer dan 4 keer per week,63,183,,,friend,,Omdat ik erg graag wil gaan wedstrijdroeien en denk dat Skoll mij hier goed bij kan begeleiden.,,,,Nee,Nee,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-1387441245186459808,Vrouw,,fitness/hardlopen,3 jaar,,10 km singelloop (2 keer),Nee,,? keer per week,,? keer per week,74,180,,,internet,,"Gezellige mensen, leuke sport.",,,,Nee,Nee,,Nee,,,"ja ja ja ne, ja ja ja ne, ja ja ja ne, ja ja ja ne, ja ja ja ja"
-1299415906582120373,Man,"tennis, hockey, other",Snowboarden,12 jaar,,Veldkampioen hockey 3e klasse,Nee,,? keer per week,,2 à 3 keer per week,65,183,,,"stand, other",Entreeweek ,Ik zoek naast mn studie nog gezelligheid en hoop dat ik dat kan vinden in combinatie met sporten bij Skøll.,,,,Nee,Ja,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
2803673196737718604,Man,"tennis, other",judo,"11 jaar judo, 4 jaar tennis",,Ik ben nog in een aantal kleine judo toernooien in de prijzen gevallen,Nee,,? keer per week,,2 à 3 keer per week,70,185,,,stand,,"Dit is mijn tweede jaar dat ik studeer en het eerste jaar miste ik iets in mijn studentenleven. Ik miste sport en de gezelligheid van een vereniging, dit hoop ik bij skøll te vinden. Ik ben een sportief en sociaal persoon, dus in dat opzicht zou ik goed bij skøll passen",,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ja ja ja ja"
-7481966155808904497,Vrouw,"tennis, other",fierljeppen,5jaar,,-,Nee,,? keer per week,,2 à 3 keer per week,65,168,,,friend,,Ik ben enthousiast en heb veel zin om hier nieuwe mensen en een nieuwe sport te gaan ontdekken!,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-2112486716779629612,Vrouw,"atletics, tennis, swimming, other",Zeilen en windsurfen,"0,5 jaar atletiek en tennis, 2,5 jaar zeilen, 3 jaar windsurfen en 4 jaar zwemmen",,Ik heb niet aan competitie gedaan na mijn 15e.,Nee,,? keer per week,,2 à 3 keer per week,65,176,,,"internet, friend",,Ik ben een sportief persoon met een voorliefde voor watersporten. Daarnaast hou ik erg van gezelligheid.,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ne"
-3188464934912981761,Vrouw,"ice-skating, hockey",,"Hockey 11 jaar, schaatsen 1 jaar",,Kampioen 1e klasse,Ja,2 maanden,Minder dan 2 keer per week,Njörd (met gym op school),Meer dan 4 keer per week,76,177,,,friend,,Ik ben erg fanatiek en houd ervan om samen met een team naar een doel toe te werken. Daarnaast houd ik erg van gezelligheid en geloof ik dat ik dan bij Skoll aan het juiste adres ben ;). ,,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ja ja ja ne, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-8162529316609636052,Vrouw,"atletics, swimming, other",Paardrijden,Atletiek: 2 jaar. Zwemmen: 4 jaar. Paardrijden: 9 jaar ,,,Nee,,? keer per week,,Minder dan 2 keer per week,72,174,,,friend,,"Ik wil graag nieuwe mensen leren kennen, maar ook samen op een andere manier tijd doorbrengen behalve borrels. Roeien lijkt mij erg leuk en ik denk dat Skoll de perfecte combi is tussen sportief en gezelligheid. ",,,,Nee,Nee,,Nee,,,"ne ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja, ne ne ja ja"
3631310454539957190,Vrouw,"tennis, hockey",,"Hockey: 9 jaar, tennis: 2 jaar",,,Nee,,? keer per week,,2 à 3 keer per week,66,173,,,friend,,"Ik pas goed bij Skøll, omdat ik enthousiast en gezellig ben en het erg leuk vind dat ik sport en borrelen kan combineren",,,,Nee,Nee,,Nee,,,"ja ja ja ja, ne ne ne ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
478082634611062330,Vrouw,"soccer, basketball, other",Paardrijden,"basketbal denk 2 jaar, voetbal 8 jaar maar in een recreational league, paardrijden 4 jaar",,"Toen ik ouder was dan 15 jaar heb ik niet meer heel veel gesport, misschien een tijd van 30 minuten op een 5 km zonder veel te trainen.",Nee,,? keer per week,,2 à 3 keer per week,57,182,,,"friend, stand",,"Ik heb zin om weer goed te gaan sporten, ik heb weleens geroeid met mensen die ik ken die wel roeien en het lijkt me leuk om dat goed te kunnen. Ook wil ik mensen ontmoeten buiten mijn studie, en ik denk dat ik het goed kan vinden met mensen bij Skøll die het gezellig willen hebben maar ook willen roeien. Ik heb ook heel veel leuke dingen gehoord van mensen die ik ken die bij Skøll zitten dus ik ben erg benieuwd.",Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
4962684328666233106,Vrouw,other,dans,10 jaar,,selectie dansen,Nee,,? keer per week,,Minder dan 2 keer per week,65,170,,,friend,,ik ben enthousiast en erg actief. Mij lijkt roeien enorm leuk en skoll komt over als een gezellige en prettige vereniging!,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ne ne"
629974454794185663,Man,other,flag football,2 jaar,,,Nee,,? keer per week,,2 à 3 keer per week,65,179,,,"friend, other",Opendag 2016,"Ik ben opzoek naar toffe mensen waarmee ik lekker actief kan zijn, maar die ook hun hand niet omdraaien voor wat gezelligheid en een biertje na afloop.",,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ne ne ja ja, ne ne ja ja"
-1335282358922197987,Vrouw,other,"golfsurfen, dansen",8 jaar,,vooropleiding van fontys hogeschool voor de kunsten,Nee,,? keer per week,,2 à 3 keer per week,56,168,,,friend,,"Ik hou van sporten, water bieries en gezelligheid, wat ik hopelijk bij skoll kan vinden!",Universiteit van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
-2781857869673805520,Man,other,Korfbal,6 jaar gekorfbald en een paar maanden geroeid,,2e in de b klasse van Nederlandse Schoolroeikampioenschappen,Ja,4 maand,2 à 3 keer per week,AA Hunze Groningen,2 à 3 keer per week,70,175,,,internet,,"Hou van leuke feestjes en lijkt me mooi om daarbij vrijblijvend te roeien. Vind roeien een erg leuke sport, maar hou niet zo van verplichtingen zoals bij andere studentenverenigingen.",,,,Nee,n.v.t.,,Nee,,,"ne ne ne ne, ne ja ja ja, ja ja ja ja, ne ne ne ne, ja ja ja ja"
5019370828317594812,Man,"tennis, hockey, other",Sportschool,2-6 jaar,,Kampioen met hockey team geworden.,Nee,,? keer per week,,2 à 3 keer per week,82,185,,,friend,,Omdat ik sporten en feesten leuk vindt.,Vrije Universiteit Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
-1512778647121753484,Vrouw,"tennis, hockey, other","Dansen, Hardlopen",5 jaar,,Meedoen aan NK dansen,Nee,,? keer per week,,2 à 3 keer per week,49,165,,,friend,,"Ik vind het leuk om nieuwe mensen te leren kennen en ik vind sporten leuk, dus ik denk dat ik dan bij Skoll wel goed zit.",,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
560545002872954328,Vrouw,volleyball,Groepslessen bodypump,"15 jaar volleybal, 3 jaar bodypump",,"Helaas geen prijzen, maar wel veel gezelligheid",Nee,,? keer per week,,2 à 3 keer per week,59,178,,,friend,,"Ik wil graag weer een teamsport beoefenen na 15 jaar volleybal. Daarnaast hou ik ook zeker van feestjes, Skoll lijkt mij hier voor de perfecte vereniging.",,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja, ja ne ne ne"
7858777915236613515,Vrouw,other,"dans (klassiek, spitzen, modern, hiphop)",7 jaar,,geen erkende prestatie,Nee,,? keer per week,,2 à 3 keer per week,57,167,,,friend,,"Roeien lijkt me een leuke sport om te leren beoefenen, daarnaast leer ik graag wat meer mensen kennen in Amsterdam (buiten mijn studie om) en ben ik niet vies van hier en daar een borrel of een feestje!",,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
312829200076974539,Vrouw,"swimming, hockey, other","paardrijden, zeilen","hockey 3 jaar, paardrijden 5 jaar, zeilen 8 jaar, zwemmen 3 jaar",,n.v.t,Nee,,? keer per week,,2 à 3 keer per week,65,175,,,"internet, friend",,"Ik zou goed bij skøll passen omdat ik het heel leuk vind om sportief bezig te zijn, maar daarnaast ook zeker wel van een feestje houd!",,,,Nee,Ja,,Nee,,,"ne ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja"
3959097801865404595,Man,"swimming, other","Judo, Squash",Judo & Squash +-6 jaar & Zwemmen 5 jaar,,2e geworden op clubkampioenschappen wedstrijdzwemmen,Nee,,? keer per week,,2 à 3 keer per week,68,186,,,friend,,Ik wil graag roeien naast mijn studie en heb veel goede verhalen over Skøll gehoord!,Hogeschool van Amsterdam,,,Nee,Nee,,Nee,,,"ja ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja, ne ne ja ja"
-2983410928354708193,Vrouw,"rowing, swimming",,,,,Ja,1,4 à 5 keer per week,Taiwan,Minder dan 2 keer per week,58,163,,,poster,,,,,,Nee,Nee,,Nee,,,"ne ne ne ne, ja ja ja ja, ne ne ne ne, ja ja ja ja, ne ja ja ja"
2839891866595511585,Man,"hockey, other",Kickboksen,Sinds mijn 7e jaar,,Hockey jong Heren 1 HC Bloemendaal,Nee,,? keer per week,,2 à 3 keer per week,82,185,,,"poster, city, internet, friend, stand",,Ik hou van to-the-limit in sporten in combinatie met een feestje zoals op jullie site. ,,,,Nee,Ja,,Nee,,,"ne ja ja ja, ne ja ja ja, ja ja ja ja, ne ja ja ja, ne ja ja ja"
-258470707769414981,Man,"rowing, soccer, other","Boksen, kickboksen, mountainbike","Boksen 3j, kickboksen 5j, roeien 1j, voetbal 6j, mountainbike 2j.",,Wedstrijdselectie doorkomen bij Gyas. ,Ja,1 jaar,Meer dan 5 keer per week,Gyas,Meer dan 4 keer per week,85,185,,,"city, friend",,Omdat ik graag hard wil gaan roeien in een wedstrijdboot en prestatiegericht ben. ,,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
8094683969055864887,Vrouw,other,Dansen,7 jaar,,Niks ,Nee,,? keer per week,,2 à 3 keer per week,70,175,,,,Huisgenoten,"Ik ben een sociaal persoon, hou van nieuwe uitdagingen maar daarnaast ook van gezelligheid. Ik ben voor een studentenvereniging opzoek naar zowel iets actiefs als de gezelligheid van borrels etc. Daarom lijkt skoll mij de perfecte studentenvereniging voor mij!",,,,Nee,n.v.t.,,Nee,,,"ne ne ja ja, ja ja ja ja, ja ja ja ja, ne ne ja ja, ja ja ja ja"
4507678605249391509,Man,"atletics, soccer, tennis, swimming, hockey, other","Zeilen, skateboarden, hardlopen, snowboarden, skiën, judo, karate en windsurfen",alles varieert maar ik sport vanaf mijn 6e ongeveer 5 keer per week wat eerst heel veel en breed was en later minder maar intensiever.,,drie keer op rij hockeykampioen van de pool.,Nee,,? keer per week,,3 à 4 keer per week,60,175,,,"internet, friend",,"Ik heb veel verenigingen bezocht maar bij geen enkele had ik meteen al zo\'n goeie band met de mensen als bij Skøll. Vraag maar aan Sjoerd, Charlotte en Elvira. Ik zou mijzelf sociaal noemen en de mensen die ik dinsdag bij de open dag ben tegengekomen zouden dat kunnen confirmeren. Ik vond die avond erg gezellig en zou meer van dit soort avonden op Skøll willen beleven. Plus ik hou van sporten dus komt dat even mooi uit.",,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
3313671079882717819,Man,"hockey, other",Fitness,10 jaar,,regionaal zaal kampioen,Nee,,? keer per week,,3 à 4 keer per week,70,183,,,friend,,ik hou van sporten in een team en ben competatief en skoll lijkt me een gezellige vereniging,,,,Nee,Ja,,Nee,,,"ne ne ne ja, ne ne ja ja, ja ja ja ja, ne ne ne ja, ja ja ja ja"
-2624690422987382501,Vrouw,"rowing, volleyball, swimming",,2t/m6 jaar,,Wedstrijdjaar 17 18\n9 blik met Licht’18 (LHEj4+) Stuur\nLDEj’17 roeier,Ja,2 jaar,Meer dan 5 keer per week,ZSR Boreas,Meer dan 4 keer per week,"59,5",170,,,other,Wedstrijden,"Roeien gaat niet allen over bewegen. Het gaat ook om saamhorigheid, ontspanning, gezelligheid, ploegbinding, doorzetten, grenzen verleggen en ploegprestatie",,,,Nee,Ja,,Nee,,,"ja ja ja ne, ja ja ja ne, ne ne ne ne, ja ja ja ne, ja ja ja ne"
829873487538548139,Man,"rowing, soccer",,3 years rowing/ 12 years football,,Semi Finalist in the Indian National Rowing Championships,Ja,3 years,Meer dan 5 keer per week,West Bengal Rowing Association,Meer dan 4 keer per week,85,180,,,,Henley Royal Regatta,I have been rowing for more than 3 years and I have been playing sports for most of my life. I visited the club last week and I do feel I can make a significant contribution in and out of the boat.,,,,Nee,n.v.t.,,Nee,,,"ne ja ja ja, ja ja ja ja, ne ne ne ja, ja ja ja ja, ja ja ja ja"
1858674280132472228,Man,"cycling, other",Sportschool,4 jaar,,"Squats 115kg, bench 70kg, deadlift 130kg, 1:58 op 2k ergo, recreatief wielrennen 30-60km 2:00/km",Nee,-,? keer per week,-,Meer dan 4 keer per week,68,184,,,"internet, friend",,"Ik ben nog op zoek naar iets van sport bij een vereniging naast mijn studie en roeien lijkt me een leuke sport om te doen, bovendien ben ik wel redelijk sportief en zou wellicht competitie of wedstrijd willen roeien aangezien ik dit jaar behoorlijk veel tijd heb. Daarnaast op de vereniging zelf af en toe een borrel of feestje zonder echte verplichtingen lijkt me ook wel chill om een beetje invulling te geven tijdens dit jaar.",Hogeschool van Amsterdam,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
4627745079061319783,Vrouw,"tennis, hockey, other","waterskien, wakeboarden, surfen en zeilen",Hockey 12 jaar en tennis 3 jaar,,"Ik heb veel wedstrijden gehockeyd, en daarmee ook zaalkampioen geworden. ",Nee,,? keer per week,,? keer per week,60,165,,,internet,,"Ik pas goed bij  Skøll omdat ik heel sportief ben. Ik heb mijn hele leven aan sport gedaan en dit wil ik graag voortzetten. Ik ga nu naar mijn tweede studie jaar en ik mis nog een beetje de gezelligheid van het Amsterdamse studenten leven, dit hoop ik bij jullie te vinden. Ik ben dus een hele gezellige en sportieve aanwinst voor de vereniging. Daarnaast woon ik aan het water en ben in actief in de watersport wereld. Roeien is nieuw voor mij het lijkt mij heel leuk om dit te leren. ",Hogeschool van Amsterdam,,,Nee,Ja,,Nee,,,"ne ne ne ne, ja ja ja ja, ne ja ja ja, ne ne ja ja, ne ne ne ne"
-8551777754967496298,Vrouw,"rowing, atletics, ice-skating, other",judo,"2-3 jaar geroeid, zes jaar atletiek, drie jaar judo, jaar schaatsen",,"Weet ik eigenlijk niet, ik heb bijna geen wedstrijden oid gedaan. Roeien alleen een paar met ploeg, judo durfde ik geen wedstrijden (haha)",Nee,"2-3 jaar, maar heb daarbuiten wel vaker geroeid met mijn vader",2 à 3 keer per week,De Hertog,Meer dan 4 keer per week,"62,5",170,,,"internet, friend",,Ik ben niet echt een wild feestbeest maar ik hou wel erg van gezelligheid! De sfeer bij Skøll sprak me aan en ik heb ook echt veel zin om weer te gaan roeien,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ja ja ja ja, ne ja ja ja, ne ja ja ja, ne ja ja ja"
-7378159878758887777,Man,"tennis, swimming, other","Judo, Karate",6 jaar,,"80 kg bench press, 12 herhalingen",Nee,,? keer per week,,Meer dan 4 keer per week,65,178,,,friend,,Ik pas goed bij Skøll omdat ik mijzelf graag uitdaag prestaties te verbeteren en het leuk vind onderdeel te zijn van een team. Ook borrels zijn mijn ding.,,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
5791262947243569624,Man,atletics,,7 jaar,,"100 meter sprint in 13,09 seconden",Nee,,? keer per week,,3 à 4 keer per week,69,179,,,friend,,Ik pas bij skoll want ik vind roeien leuk en wil graag bij een studentenclub in Amsterdam,,,,Nee,Ja,,Nee,,,"ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja, ja ja ja ja"
345640270915479908,Vrouw,other,waterpolo,5 jaar,,niet van toepassing ,Nee,,? keer per week,,2 à 3 keer per week,63,173,,,other,broer,"Ik zou goed bij Skoll passen, omdat ik graag naast het studeren wil gaan sporten en ik heb ook interesse in het wedstrijd roeien. Na alle leuke verhalen van mijn broer Jaap Schipper lijkt het me heel gezellig bij skoll en ik denk dat ik ook een bijdrage kan leveren bij deze gezelligheid.",,,,Nee,Ja,,Nee,,,"ne ja ja ja, ja ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja"
-7022002043826690543,Vrouw,"swimming, other",Rennen,5-6 jaaren,,,Nee,,? keer per week,,Minder dan 2 keer per week,60,163,,,internet,,"I really like rowing as a sport and have always wanted to practice it, I hope to get good enough for low level competitions. I also enjoy the social aspect and have joined many associations in the past.",,,,Nee,Ja,,Nee,,,"ne ne ja ja, ja ja ja ja, ja ja ja ja, ja ne ne ja, ja ja ja ja"
-7749784344331011771,Vrouw,"rowing, other",Turnen,1 en 8 jaar,,Het roeien van de Twentse winterwedstrijd,Ja,1 jaar,3 à 4 keer per week,Rv weesp,2 à 3 keer per week,53,167,,,stand,,"Ik vind er super veel plezier in om te roeien, maar vind dat je het niet als een verplichting moet zien. Daarom voelde ik me erg tot skoll aangesproken, omdat ik hoorde dat jullie veel vrijblijvender en flexibeler zijn dan sommige andere verenigingen. Verder lijkt het me een hele toffe ervaring om op de Amstel te roeien :)",,,,Nee,Ja,,Nee,,,"ja ja ja ne, ja ja ja ja, ja ja ja ne, ja ja ja ja, ja ja ja ja"
5434481135680767650,Vrouw,soccer,,2 jaar,,Kampioen Meiden B1 geworden 2015,Nee,,? keer per week,,Minder dan 2 keer per week,53,170,,,friend,,Ik ben fanatiek met het beoefenen van sport en het lijkt mij super top om goed te leren roeien! ,,,,Nee,Nee,,Nee,,,"ne ja ja ja, ja ja ja ja, ne ja ja ja, ja ja ja ja, ja ja ja ja"
660727581502259480,Vrouw,other,Gymnastiek,1 jaar,,Echt geen. Gym op school afsluiten met een 8 denk ik dan.,Nee,,? keer per week,,Minder dan 2 keer per week,63,171,,,internet,,Al ben ik niet super atletisch houd ik wel van zo nu en dan sporten of aan wedstrijden meedoen. Voor de rest ben ik altijd wel in voor een goeie borrel.,,,,Nee,n.v.t.,,Nee,,,"ja ja ja ja, ne ja ja ja, ne ne ja ja, ja ja ja ja, ja ja ja ja"
